47.4932	0.9670
137.7663	0.8679
-55.7574	0.0727
-47.4932	0.9670
222.2337	0.8679
55.7574	0.0727
132.5068	0.9670
42.2337	0.8679
235.7574	0.0727
227.4932	0.9670
-42.2337	0.8679
124.2426	0.0727
182.6032	0.4402
11.9432	0.3925
-83.1074	0.9216
92.8399	0.3893
259.1302	0.4482
-4.7039	0.8868
-87.1601	0.3893
79.1302	0.4482
175.2961	0.8868
177.3968	0.4402
-11.9432	0.3925
83.1074	0.9216
87.1601	0.3893
-79.1302	0.4482
184.7039	0.8868
2.6032	0.4402
191.9432	0.3925
96.8926	0.9216
-2.6032	0.4402
168.0568	0.3925
263.1074	0.9216
267.1601	0.3893
100.8698	0.4482
4.7039	0.8868
92.6032	0.4402
-78.0568	0.3925
186.8926	0.9216
-2.8399	0.3893
190.8698	0.4482
94.7039	0.8868
137.4932	0.9670
227.7663	0.8679
34.2426	0.0727
267.3968	0.4402
78.0568	0.3925
173.1074	0.9216
182.8399	0.3893
-10.8698	0.4482
85.2961	0.8868
-42.5068	0.9670
47.7663	0.8679
214.2426	0.0727
42.5068	0.9670
-47.7663	0.8679
145.7574	0.0727
222.5068	0.9670
132.2337	0.8679
-34.2426	0.0727
-87.3968	0.4402
101.9432	0.3925
6.8926	0.9216
87.3968	0.4402
258.0568	0.3925
-6.8926	0.9216
2.8399	0.3893
169.1302	0.4482
265.2961	0.8868
177.1601	0.3893
10.8698	0.4482
-85.2961	0.8868
