39.2005	0.4007
182.8990	0.9268
39.2005	0.4007
-43.9477	0.4999
92.3579	0.8835
182.8990	0.9268
-39.2005	0.4007
177.1010	0.9268
-39.2005	0.4007
43.9477	0.4999
267.6421	0.8835
177.1010	0.9268
140.7995	0.4007
-2.8990	0.9268
140.7995	0.4007
223.9477	0.4999
87.6421	0.8835
-2.8990	0.9268
219.2005	0.4007
2.8990	0.9268
219.2005	0.4007
136.0523	0.4999
-87.6421	0.8835
2.8990	0.9268
238.8969	0.5503
123.6205	0.0456
238.8969	0.5503
-47.2308	0.5188
7.0839	0.9600
123.6205	0.0456
143.5089	0.6264
85.6447	0.9508
143.5089	0.6264
-43.8198	0.5349
198.3323	0.0652
85.6447	0.9508
-36.4911	0.6264
265.6447	0.9508
-36.4911	0.6264
136.1802	0.5349
18.3323	0.0652
265.6447	0.9508
121.1031	0.5503
236.3795	0.0456
121.1031	0.5503
47.2308	0.5188
-7.0839	0.9600
236.3795	0.0456
36.4911	0.6264
94.3553	0.9508
36.4911	0.6264
223.8198	0.5349
-18.3323	0.0652
94.3553	0.9508
58.8969	0.5503
-56.3795	0.0456
58.8969	0.5503
132.7692	0.5188
187.0839	0.9600
-56.3795	0.0456
-58.8969	0.5503
56.3795	0.0456
-58.8969	0.5503
227.2308	0.5188
172.9161	0.9600
56.3795	0.0456
216.4911	0.6264
-85.6447	0.9508
216.4911	0.6264
43.8198	0.5349
161.6677	0.0652
-85.6447	0.9508
148.8969	0.5503
33.6205	0.0456
148.8969	0.5503
222.7692	0.5188
-82.9161	0.9600
33.6205	0.0456
-53.5089	0.6264
4.3553	0.9508
-53.5089	0.6264
133.8198	0.5349
251.6677	0.0652
4.3553	0.9508
129.2005	0.4007
-87.1010	0.9268
129.2005	0.4007
46.0523	0.4999
182.3579	0.8835
-87.1010	0.9268
211.1031	0.5503
-33.6205	0.0456
211.1031	0.5503
137.2308	0.5188
82.9161	0.9600
-33.6205	0.0456
233.5089	0.6264
175.6447	0.9508
233.5089	0.6264
46.1802	0.5349
-71.6677	0.0652
175.6447	0.9508
-50.7995	0.4007
92.8990	0.9268
-50.7995	0.4007
226.0523	0.4999
2.3579	0.8835
92.8990	0.9268
50.7995	0.4007
267.1010	0.9268
50.7995	0.4007
133.9477	0.4999
-2.3579	0.8835
267.1010	0.9268
230.7995	0.4007
87.1010	0.9268
230.7995	0.4007
-46.0523	0.4999
177.6421	0.8835
87.1010	0.9268
-31.1031	0.5503
213.6205	0.0456
-31.1031	0.5503
42.7692	0.5188
97.0839	0.9600
213.6205	0.0456
31.1031	0.5503
146.3795	0.0456
31.1031	0.5503
-42.7692	0.5188
262.9161	0.9600
146.3795	0.0456
53.5089	0.6264
-4.3553	0.9508
53.5089	0.6264
226.1802	0.5349
108.3323	0.0652
-4.3553	0.9508
126.4911	0.6264
184.3553	0.9508
126.4911	0.6264
-46.1802	0.5349
71.6677	0.0652
184.3553	0.9508
